Fichier,Champ / identifiant,Type,Référencé depuis entrée principale,Obligatoire déclaré,Minimum,Maximum,Pas,Longueur maximale,Essai automatisé spécifique de ce lot,Recette navigateur,Scénarios préparés
leisure-budget.js,hpBudgetType,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
leisure-budget.js,hpBudgetCategory,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
leisure-budget.js,hpBudgetAmount,number,Oui,Non / validation programmée possible,0,,0.01,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; 0, négatif, cents, virgule/point, très grand montant"
leisure-budget.js,hpBudgetDate,date,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; date passée/future, fin de mois, 29 février"
leisure-budget.js,hpBudgetDescription,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
leisure-budget.js,hpBudgetProperty,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
leisure-editor.js,${id},input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
leisure-editor.js,hpLeisureEditType,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
leisure-editor.js,hpLeisureEditNotes,textarea,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
leisure-tasks.js,hpLtPreset,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
leisure-tasks.js,hpLtTitle,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
leisure-tasks.js,hpLtDate,date,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; date passée/future, fin de mois, 29 février"
leisure-tasks.js,hpLtNotes,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,hpDirectoryFilter,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,hpDirectorySearch,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,(champ généré),select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,apName,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apCat,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,apPhone,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apEmail,email,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; format invalide, espaces, URL non HTTPS le cas échéant"
professional-admin.js,apWeb,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apReference,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apNeq,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apDesc,textarea,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apTier,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,apVerify,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,apRegions,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-admin.js,apCities,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apPostal,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apAllQc,checkbox,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-admin.js,apActive,checkbox,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-bulk-import.js,hpCsvFile,file,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-presentation.js,hpProSort,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
professional-presentation.js,hpLeadName,input,Oui,Oui,,,,120,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-presentation.js,hpLeadEmail,email,Oui,Oui,,,,254,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; format invalide, espaces, URL non HTTPS le cas échéant"
professional-presentation.js,hpLeadPhone,tel,Oui,Non / validation programmée possible,,,,40,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-presentation.js,hpLeadMessage,textarea,Oui,Oui,,,,3000,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
professional-presentation.js,hpLeadConsent,checkbox,Oui,Oui,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropName,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropType,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropAddress,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropCity,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropPostal,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropYear,number,Oui,Non / validation programmée possible,1800,2100,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; 0, négatif, cents, virgule/point, très grand montant"
property-pro-stability.js,hpPropUnits,number,Oui,Non / validation programmée possible,1,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; 0, négatif, cents, virgule/point, très grand montant"
property-pro-stability.js,hpPropEqType,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
property-pro-stability.js,hpPropEqName,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropEqBrand,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
property-pro-stability.js,hpPropEqModel,input,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
quebec-wide.js,hpRegion,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
rbq-import.js,hpRbqFile,file,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportSearch,search,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportStatusFilter,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
support-inbox.js,hpSupportSender,email,Oui,Oui,,,,254,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; format invalide, espaces, URL non HTTPS le cas échéant"
support-inbox.js,hpSupportSubject,input,Oui,Oui,,,,240,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportBody,textarea,Oui,Oui,,,,20000,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportCategory,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
support-inbox.js,hpSupportPriority,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
support-inbox.js,hpSupportStatus,select,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire; chaque option, retour au choix précédent"
support-inbox.js,hpSupportDraft,textarea,Oui,Non / validation programmée possible,,,,8000,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportApproval,checkbox,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
support-inbox.js,hpSupportSensitive,checkbox,Oui,Non / validation programmée possible,,,,,Voir les suites de parcours du rapport; pas de validation exhaustive champ par champ,À terminer,"Valeur valide, relecture après sauvegarde, modification, annulation, reconnexion; vide selon caractère obligatoire"
